date,description,amount,category
2025-03-31,SALARY,3215.49,Income
2025-04-28,REFUND,3530.77,Income
2025-11-06,POS PURCHASE REFUND,2682.84,Income
2026-01-06,SHELL,-102.77,Transport
2025-09-29,AMAZON,-36.59,Shopping
2025-12-06,H&M,-123.77,Shopping
2025-07-15,SPOTIFY store #697,-120.76,Entertainment
2025-05-26,WALGREENS,-188.65,Health
2025-02-15,HULU,-188.71,Entertainment
2025-11-23,DOMINOS,-160.04,Dining
2026-01-12,WEGMANS,-168.02,Groceries
2025-02-15,CVS store #535,-154.41,Health
2025-07-28,TRADER JOE'S store #769,-135.07,Groceries
2025-03-10,H&M,-20.94,Shopping
2025-07-18,ZARA,-109.82,Shopping
2025-03-04,DOCTOR,-198.79,Health
2026-01-04,MCDONALDS,-108.73,Dining
2025-08-29,QUEST DIAGNOSTICS,-20.94,Health
2025-07-12,DOORDASH,-79.69,Dining
2025-05-18,SAFEWAY,-5.46,Groceries
2025-06-06,LEASING OFFICE,-1538.13,Rent
2025-06-05,HULU,-44.81,Entertainment
2025-11-01,AMTRAK store #193,-121.06,Transport
2025-06-21,LEASING OFFICE,-1381.73,Rent
2026-01-19,POS PURCHASE DIVIDEND,2622.9,Income
2025-02-28,APARTMENT RENT store #638,-1889.67,Rent
2025-07-26,KROGER store #754,-155.28,Groceries
2025-08-02,ZARA store #228,-15.09,Shopping
2025-10-27,HOSPITAL,-39.58,Health
2025-03-21,DIRECT DEPOSIT store #922,3590.47,Income
2025-07-31,MORTGAGE,-1036.35,Rent
2025-03-16,HOSPITAL,-161.24,Health
2025-07-03,COMCAST,-83.21,Utilities
2025-06-19,REFUND,2561.41,Income
2025-05-05,POS PURCHASE MORTGAGE store #215,-1093.44,Rent
2025-04-08,DISNEY+,-167.91,Entertainment
2026-02-09,STEAM,-187.69,Entertainment
2025-04-18,AT&T store #956,-145.04,Utilities
2025-03-12,REFUND,3469.74,Income
2025-09-02,DOMINOS store #791,-84.1,Dining
2026-02-04,CHEVRON,-77.18,Transport
2026-01-28,VERIZON store #114,-58.33,Utilities
2025-05-06,CVS store #952,-180.81,Health
2026-01-20,POS PURCHASE UBER,-110.89,Transport
2025-02-27,AT&T,-179.07,Utilities
2025-05-24,WALMART store #957,-155.78,Groceries
2025-10-16,LEASING OFFICE,-1269.16,Rent
2025-06-09,PLAYSTATION,-173.17,Entertainment
2025-11-20,HOSPITAL store #784,-14.21,Health
2025-04-26,BP,-73.9,Transport
2025-06-15,SOUTHWEST,-103.02,Transport
2025-06-12,LEASING OFFICE,-1363.28,Rent
2025-10-16,WHOLE FOODS store #530,-33.07,Groceries
2025-04-19,AT&T store #701,-171.6,Utilities
2025-06-06,APARTMENT RENT,-1779.34,Rent
2025-04-11,NIKE,-88.58,Shopping
2026-01-16,UNIQLO store #796,-101.98,Shopping
2025-07-24,TRADER JOE'S,-25.29,Groceries
2025-08-29,TARGET store #723,-116.91,Shopping
2025-10-02,SALARY store #925,4347.6,Income
2025-02-21,VERIZON,-172.52,Utilities
2025-03-25,DENTIST store #210,-141.75,Health
2025-07-14,POS PURCHASE APARTMENT RENT,-1031.34,Rent
2025-07-18,POS PURCHASE DOCTOR,-69.47,Health
2025-07-26,POS PURCHASE AMTRAK,-186.06,Transport
2025-08-28,PLAYSTATION store #601,-97.07,Entertainment
2026-01-18,NETFLIX,-122.68,Entertainment
2025-07-01,POS PURCHASE AMAZON,-52.57,Shopping
2025-08-29,QUEST DIAGNOSTICS,-47.42,Health
2025-02-10,UBER EATS,-77.93,Dining
2025-08-20,CHIPOTLE store #495,-65.97,Dining
2025-08-07,NINTENDO,-175.97,Entertainment
2025-05-01,POS PURCHASE MCDONALDS store #781,-134.73,Dining
2026-01-09,WATER DEPT,-183.78,Utilities
2025-12-04,STARBUCKS,-128.62,Dining
2025-02-27,PLAYSTATION,-83.69,Entertainment
2025-08-07,POS PURCHASE QUEST DIAGNOSTICS,-107.06,Health
2025-04-20,COMCAST store #374,-74.63,Utilities
2025-08-28,HOSPITAL store #239,-50.46,Health
2025-10-01,VERIZON,-95.21,Utilities
2025-05-03,NINTENDO,-107.02,Entertainment
2025-03-26,UNIQLO,-117.44,Shopping
2025-10-31,STARBUCKS store #970,-84.17,Dining
2026-01-31,ZARA,-138.21,Shopping
2025-08-06,WATER DEPT,-139.92,Utilities
2025-08-19,POS PURCHASE DIRECT DEPOSIT store #441,3496.58,Income
2025-12-03,VERIZON store #689,-181.33,Utilities
2026-01-10,BEST BUY store #218,-177.07,Shopping
2025-11-28,SALARY,3002.93,Income
2026-02-04,MORTGAGE,-1402.96,Rent
2025-03-20,BEST BUY,-95.32,Shopping
2025-10-11,CHIPOTLE,-47.08,Dining
2025-11-27,TARGET,-145.45,Shopping
2025-05-08,DUNKIN,-195.66,Dining
2025-03-05,APARTMENT RENT,-1711.57,Rent
2025-02-27,DENTIST store #364,-56.14,Health
2025-06-17,WHOLE FOODS,-101.82,Groceries
2025-05-03,PUBLIX store #230,-8.92,Groceries
2025-08-22,SOUTHWEST store #744,-50.56,Transport
2026-01-13,HOSPITAL store #322,-137.22,Health
2025-03-16,APARTMENT RENT,-1337.7,Rent
2025-08-08,TARGET store #138,-26.04,Shopping
2025-03-20,CVS,-81.79,Health
2025-11-24,DUNKIN,-8.49,Dining
2025-03-06,LEASING OFFICE,-1583.61,Rent
2025-10-21,LEASING OFFICE,-1767.82,Rent
2025-12-27,PAYROLL,2560.92,Income
2025-02-16,MTA store #315,-18.91,Transport
2025-12-11,CHEVRON,-66.08,Transport
2025-02-20,DIVIDEND store #153,2713.38,Income
2025-09-15,WATER DEPT store #493,-156.81,Utilities
2025-04-16,ALDI,-148.3,Groceries
2025-10-04,REFUND store #970,2439.23,Income
2025-08-08,MORTGAGE,-1841.32,Rent
2025-08-27,DIVIDEND,4194.18,Income
2025-06-08,APARTMENT RENT store #767,-1790.94,Rent
2026-02-04,HULU,-187.65,Entertainment
2025-09-13,PUBLIX store #663,-140.27,Groceries
2025-09-19,TRADER JOE'S store #557,-76.82,Groceries
2026-01-28,WEGMANS,-196.44,Groceries
2025-06-12,WHOLE FOODS store #987,-112.54,Groceries
2026-02-08,DIRECT DEPOSIT,2428.02,Income
2025-06-25,AMTRAK,-148.47,Transport
2025-09-13,DISNEY+,-122.95,Entertainment
2025-08-28,WHOLE FOODS,-28.68,Groceries
2025-09-01,DIRECT DEPOSIT,3028.27,Income
2025-08-29,H&M,-13.92,Shopping
2025-07-11,CINEMA store #561,-33.51,Entertainment
2025-08-30,DOCTOR store #529,-34.66,Health
2025-09-05,DIVIDEND store #316,2563.74,Income
2025-08-27,CVS store #360,-55.2,Health
2025-08-04,SUBWAY store #574,-176.46,Dining
2025-05-03,POS PURCHASE LEASING OFFICE,-1499.95,Rent
2025-11-15,WHOLE FOODS,-17.13,Groceries
2025-08-08,POS PURCHASE PUBLIX,-85.44,Groceries
2025-04-09,STEAM,-54.56,Entertainment
2025-07-29,POS PURCHASE APARTMENT RENT,-1329.15,Rent
2025-08-08,KROGER,-51.44,Groceries
2026-01-27,HOSPITAL,-127.63,Health
2025-02-11,POS PURCHASE DIVIDEND,3702.07,Income
2025-02-10,WALGREENS,-129.81,Health
2025-03-12,AT&T store #244,-39.5,Utilities
2025-07-01,WALGREENS,-93.34,Health
2025-05-21,DIVIDEND,3570.41,Income
2025-11-16,APARTMENT RENT,-1037.47,Rent
2025-06-02,CINEMA,-52.55,Entertainment
2026-01-18,UBER EATS,-130.44,Dining
2025-05-22,HOSPITAL,-178.78,Health
2025-08-30,WATER DEPT,-27.98,Utilities
2025-12-14,CITY ELECTRIC store #311,-96.42,Utilities
2025-06-07,STEAM store #896,-182.02,Entertainment
2026-01-28,HOSPITAL,-144.6,Health
2025-04-30,POS PURCHASE DIRECT DEPOSIT store #579,3556.24,Income
2026-01-26,REFUND,3853.07,Income
2025-07-25,POS PURCHASE SPOTIFY,-40.26,Entertainment
2025-08-14,PAYROLL,3964.43,Income
2026-01-23,SOUTHWEST store #935,-96.44,Transport
2025-03-13,LEASING OFFICE,-1144.59,Rent
2026-01-24,UBER,-45.39,Transport
2025-05-17,DOCTOR store #875,-77.03,Health
2025-12-20,ALDI store #942,-186.99,Groceries
2025-05-15,DUKE ENERGY,-180.59,Utilities
2025-03-28,ALDI,-72.42,Groceries
2025-04-08,POS PURCHASE BP,-180.53,Transport
2025-12-27,HOSPITAL store #640,-18.89,Health
2025-04-23,POS PURCHASE APPLE,-181.9,Shopping
2025-07-28,NETFLIX store #563,-157.69,Entertainment
2025-09-10,WALGREENS,-83.42,Health
2025-05-16,AMAZON,-107.94,Shopping
2025-07-30,HULU,-58.05,Entertainment
2025-11-10,POS PURCHASE LYFT,-123.5,Transport
2025-09-11,SHELL,-97.07,Transport
2025-07-15,DIVIDEND store #294,3805.77,Income
2025-12-25,PAYROLL,4656.71,Income
2025-10-19,POS PURCHASE WATER DEPT,-151.81,Utilities
2025-12-04,DUNKIN store #796,-111.86,Dining
2025-03-06,LEASING OFFICE,-1939.21,Rent
2025-07-16,SUBWAY,-82.45,Dining
2025-04-09,ZARA,-132.86,Shopping
2025-03-29,DIVIDEND,2691.46,Income
2025-03-13,DIVIDEND,3153.88,Income
2026-02-04,POS PURCHASE SAFEWAY,-151.44,Groceries
2025-08-20,COMCAST,-117.59,Utilities
2025-10-25,APPLE,-89.36,Shopping
2025-04-23,SOUTHWEST,-32.9,Transport
2025-05-10,POS PURCHASE LEASING OFFICE store #402,-1840.91,Rent
2025-05-31,ZARA store #408,-72.26,Shopping
2025-10-23,APARTMENT RENT,-1190.36,Rent
2025-03-14,CINEMA,-164.59,Entertainment
2025-05-03,QUEST DIAGNOSTICS,-14.73,Health
2025-10-17,DIVIDEND store #873,2317.98,Income
2025-12-13,DELTA,-130.24,Transport
2025-03-14,QUEST DIAGNOSTICS,-98.27,Health
2025-08-30,UNIQLO,-120.77,Shopping
2025-10-14,LEASING OFFICE store #952,-1357.0,Rent
2025-06-20,LEASING OFFICE,-1505.02,Rent
2025-12-11,PAYROLL,2399.13,Income
2026-02-08,NINTENDO,-186.28,Entertainment
2025-12-09,SALARY store #593,3249.2,Income
2026-01-11,APARTMENT RENT store #419,-1188.54,Rent
2026-02-02,MORTGAGE store #166,-1594.56,Rent
2025-10-05,LEASING OFFICE,-1319.98,Rent
2025-05-05,AT&T,-25.63,Utilities
2025-09-24,STARBUCKS,-179.21,Dining
2025-10-24,POS PURCHASE APARTMENT RENT store #194,-1454.55,Rent
2025-09-03,DIRECT DEPOSIT,4198.03,Income
2025-06-23,POS PURCHASE DOCTOR,-171.64,Health
2025-04-15,HOSPITAL store #292,-130.33,Health
2025-02-12,ALDI,-132.89,Groceries
2026-01-15,QUEST DIAGNOSTICS store #346,-146.53,Health
2026-02-01,DUNKIN,-141.01,Dining
2025-07-27,BP store #478,-47.76,Transport
2025-03-14,APARTMENT RENT,-1618.68,Rent
2025-05-09,TACO BELL,-35.87,Dining
2025-06-10,POS PURCHASE STEAM,-76.7,Entertainment
2025-07-20,TRADER JOE'S,-60.47,Groceries
2025-04-09,AMAZON,-171.17,Shopping
2025-10-31,POS PURCHASE AT&T,-165.92,Utilities
2025-11-17,POS PURCHASE MTA,-150.09,Transport
2026-02-07,SALARY,4009.46,Income
2025-07-26,DOMINOS store #677,-157.88,Dining
2025-06-03,WALMART,-23.55,Groceries
2026-01-19,NINTENDO store #180,-44.62,Entertainment
2025-09-21,SAFEWAY store #653,-8.82,Groceries
2025-10-03,DIRECT DEPOSIT store #338,3808.75,Income
2025-08-18,DELTA,-5.01,Transport
2025-05-12,DOCTOR store #907,-98.24,Health
2025-12-10,EXXON,-78.0,Transport
2025-10-16,APARTMENT RENT,-1514.39,Rent
2026-01-23,AMTRAK,-154.13,Transport
2026-01-07,STEAM,-86.42,Entertainment
2025-04-21,AT&T,-116.56,Utilities
2025-07-24,REFUND,3995.54,Income
2025-12-11,CHEVRON,-84.8,Transport
2025-08-13,SOUTHWEST,-97.2,Transport
2025-09-24,DELTA,-35.13,Transport
2026-01-23,CITY ELECTRIC,-43.88,Utilities
2025-04-26,APARTMENT RENT,-1541.75,Rent
2025-12-25,ZARA store #112,-59.01,Shopping
2025-06-20,DUKE ENERGY,-161.53,Utilities
2025-05-10,DOCTOR,-84.46,Health
2025-10-10,LEASING OFFICE,-1291.57,Rent
2026-02-04,HULU,-164.31,Entertainment
2026-01-05,SPOTIFY,-124.35,Entertainment
2026-01-24,SALARY store #428,2657.43,Income
2025-04-04,WALMART,-83.67,Groceries
2025-06-29,POS PURCHASE DISNEY+,-184.9,Entertainment
2025-06-08,CVS,-32.09,Health
2025-08-18,DISNEY+,-186.26,Entertainment
2026-01-24,KROGER store #919,-60.7,Groceries
2025-07-14,KROGER,-66.29,Groceries
2025-05-22,POS PURCHASE TACO BELL,-48.87,Dining
2025-09-01,POS PURCHASE CITY ELECTRIC store #558,-48.21,Utilities
2025-02-28,CINEMA,-126.76,Entertainment
2025-05-04,LYFT store #981,-41.59,Transport
2025-06-02,POS PURCHASE QUEST DIAGNOSTICS,-100.32,Health
2025-11-26,VERIZON,-90.06,Utilities
2025-08-20,VERIZON,-83.21,Utilities
2025-09-08,SHELL,-123.5,Transport
2025-09-23,HULU store #856,-181.21,Entertainment
2025-08-13,NINTENDO,-160.76,Entertainment
2025-11-28,WALMART store #745,-70.52,Groceries
2025-11-04,AT&T store #377,-35.95,Utilities
2025-02-11,PLAYSTATION,-118.65,Entertainment
2025-07-28,QUEST DIAGNOSTICS,-45.14,Health
2025-07-18,APARTMENT RENT store #809,-1478.32,Rent
2026-01-19,WHOLE FOODS store #652,-38.48,Groceries
2026-01-18,AMTRAK,-167.81,Transport
2025-09-28,MTA store #394,-45.33,Transport
2025-11-23,LEASING OFFICE,-1608.47,Rent
2025-08-16,POS PURCHASE MORTGAGE,-1519.08,Rent
2025-09-07,DIRECT DEPOSIT,4697.0,Income
2025-11-09,QUEST DIAGNOSTICS,-144.05,Health
2025-08-06,PAYROLL,4866.76,Income
2025-05-02,SHELL,-148.5,Transport
2025-10-03,POS PURCHASE PUBLIX store #626,-115.33,Groceries
2025-08-04,CINEMA,-65.42,Entertainment
2025-08-10,NIKE,-6.88,Shopping
2025-11-21,APARTMENT RENT,-1591.59,Rent
2025-12-26,WATER DEPT,-169.0,Utilities
2025-12-31,BURGER KING,-174.73,Dining
2025-07-30,COMCAST,-12.52,Utilities
2025-08-09,CVS,-162.83,Health
2025-03-13,BP,-95.96,Transport
2025-07-13,SALARY,3871.13,Income
2025-11-08,VERIZON,-154.49,Utilities
2025-06-18,TRADER JOE'S,-83.47,Groceries
2025-12-23,REFUND,2717.19,Income
2026-01-14,TARGET,-36.88,Shopping
2025-04-13,NINTENDO,-27.4,Entertainment
2025-10-26,CVS,-47.58,Health
2025-05-24,BURGER KING store #235,-75.85,Dining
2025-02-16,DIRECT DEPOSIT,2873.46,Income
2025-10-23,DELTA,-6.63,Transport
2025-03-16,LEASING OFFICE store #156,-1996.84,Rent
2025-06-27,SALARY,3492.82,Income
2025-10-03,LYFT,-141.85,Transport
2025-10-27,POS PURCHASE REFUND store #621,2269.61,Income
2025-10-03,UBER store #243,-183.43,Transport
2026-01-08,NINTENDO,-42.62,Entertainment
2025-02-10,COMCAST,-15.56,Utilities
2025-04-30,DENTIST,-94.04,Health
2025-09-09,ALDI,-122.76,Groceries
2025-10-16,DIRECT DEPOSIT,2786.69,Income
2025-08-10,WALGREENS,-131.67,Health
2025-10-15,DIRECT DEPOSIT,2780.78,Income
2025-08-09,SUBWAY,-160.45,Dining
2025-05-24,HOSPITAL store #538,-120.81,Health
2025-10-31,STARBUCKS,-25.4,Dining
2025-11-01,ALDI,-94.78,Groceries
2025-04-07,WATER DEPT store #415,-130.87,Utilities
2025-08-24,MORTGAGE store #491,-1608.17,Rent
2025-03-12,BURGER KING,-82.8,Dining
2025-11-19,LEASING OFFICE store #388,-1216.43,Rent
2025-10-24,EXXON,-187.9,Transport
2025-08-04,POS PURCHASE CINEMA store #254,-180.55,Entertainment
2025-07-30,SAFEWAY store #446,-58.24,Groceries
2025-11-09,COMCAST,-12.42,Utilities
2025-05-27,MORTGAGE,-1442.67,Rent
2025-06-18,APARTMENT RENT store #971,-1989.89,Rent
2025-06-04,DIVIDEND,3903.93,Income
2026-01-03,AMTRAK,-134.97,Transport
2025-05-11,APARTMENT RENT,-1285.57,Rent
2025-04-01,POS PURCHASE STEAM,-95.53,Entertainment
2025-02-17,H&M,-51.68,Shopping
2025-02-19,BURGER KING store #437,-68.78,Dining
2025-05-15,EXXON store #986,-199.21,Transport
2025-12-10,TARGET,-165.0,Shopping
2025-04-20,MCDONALDS,-10.78,Dining
2025-04-28,NETFLIX,-181.54,Entertainment
2025-05-18,POS PURCHASE UBER,-143.46,Transport
2025-05-21,HOSPITAL,-48.1,Health
2025-08-09,LEASING OFFICE,-1531.11,Rent
2025-03-27,DUNKIN store #582,-150.55,Dining
2025-08-25,DUNKIN,-151.41,Dining
